Pressione, Pressione, Can A ( kPa )
000000	4,3945
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,3945
000000	4,8827
000000	4,3945
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,3945
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,3945
000000	4,8827
000000	4,8827
000000	4,3945
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,3945
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,3945
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,3945
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,3945
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,3945
000000	4,8827
000000	4,8827
000000	4,3945
000000	4,3945
000000	4,8827
000000	4,3945
000000	4,8827
000000	4,3945
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,3945
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,3945
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,3945
000000	4,8827
000000	4,3945
000000	4,8827
000000	4,3945
000000	4,8827
000000	4,3945
000000	4,8827
000000	4,3945
000000	4,3945
000000	4,8827
000000	4,8827
000000	4,3945
000000	4,8827
000000	4,8827
000000	4,3945
000000	4,8827
000000	4,8827
000000	4,3945
000000	4,8827
000000	4,3945
000000	4,8827
000000	4,8827
000000	4,8827
000000	4,3945
000000	4,8827
